PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,"FRONT CT
TOUCHES","TIME OF
POSS","AVG SEC PER
TOUCH","AVG DRIB PER
TOUCH","PTS PER
TOUCH","ELBOW
TOUCHES","POST
UPS","PAINT
TOUCHES","PTS PER
ELBOW TOUCH","PTS PER
POST TOUCH","PTS PER
PAINT TOUCH",Year
Carlos Boozer,CHI,76,43,33,28.2,13.7,47,31.2,1.3,1.64,0.45,0.292,6.1,6.6,6.2,0.445,0.48,0.818,14
Josh Smith,DET,77,28,49,35.5,16.4,56.2,37.7,2.2,2.31,1.1,0.292,2.4,5.6,2.9,0.525,0.45,0.814,14
Wayne Ellington,DAL,45,23,22,8.7,3.2,11,7.7,0.4,2.04,1.18,0.292,0.1,0,0.2,0.833,0,1.273,14
Jordan Hamilton,HOU,60,31,29,17,6.7,23.1,15.1,0.9,2.29,1.44,0.291,0.3,0.2,0.8,0.6,0,0.733,14
Brandon Bass,BOS,82,25,57,27.6,11.1,38.3,24.2,1.2,1.9,0.72,0.29,2.9,4.4,4.4,0.423,0.639,0.756,14
Evan Fournier,DEN,76,35,41,19.8,8.4,28.9,17.3,1.5,3.11,2.5,0.29,0.5,0.2,1.1,0.65,0.615,0.463,14
Andrew Nicholson,ORL,76,19,57,15.4,5.7,19.8,10.6,0.6,1.72,0.46,0.289,0.4,2.3,1.5,0.621,0.556,0.694,14
Michael Kidd-Gilchrist,CHA,61,34,27,24.1,7.2,24.9,18.8,0.9,2.17,1.39,0.289,0.9,0.4,2.8,0.589,0.304,0.801,14
O.J. Mayo,MIL,51,10,41,25.8,11.6,40.2,30,1.7,2.47,1.79,0.289,1.6,0.2,0.9,0.3,0.545,0.711,14
Quincy Miller,DEN,52,21,31,15.2,4.9,17.1,11.2,0.7,2.53,1.73,0.289,0.5,0.3,1,0.708,0.067,0.642,14
Samuel Dalembert,DAL,80,48,32,20.2,6.6,22.9,11.8,0.5,1.33,0.26,0.289,2.7,0.4,6.3,0.41,0.286,0.824,14
Maurice Harkless,ORL,80,22,58,24.4,7.4,25.8,17.3,0.9,2.09,1.3,0.287,0.5,0.2,2.2,0.857,0.529,0.874,14
Nene,WAS,53,30,23,29.4,14.2,49.6,36.2,1.7,2.02,0.59,0.287,7,9.8,5.6,0.462,0.413,0.63,14
Paul Pierce,BKN,74,41,33,28,13.4,46.9,30.8,1.9,2.43,1.23,0.286,1.1,1.3,0.9,0.388,0.383,0.642,14
Leandro Barbosa,PHX,20,12,8,18.4,7.5,26.3,15.6,1.9,4.38,4.01,0.285,0.5,0.1,0.8,0.444,1,0.563,14
Manu Ginobili,SAS,68,52,16,22.8,12.3,43.3,31.7,2.2,3.1,2.27,0.285,1,0.1,1.1,0.677,0.571,0.961,14
Travis Outlaw,SAC,63,22,41,16.9,5.4,19.1,12.5,0.7,2.07,1.01,0.285,0.5,0.9,0.9,0.333,0.436,0.649,14
Trevor Ariza,WAS,76,41,35,35.4,14.5,50.8,38.2,1.7,2.05,1.17,0.285,1,0.7,2.1,0.633,0.286,0.652,14
Andray Blatche,BKN,72,39,33,22.1,11.1,39.2,24.8,1.3,2.03,0.76,0.284,3.4,3.1,4.3,0.298,0.529,0.805,14
Kevin Seraphin,WAS,53,25,28,10.9,4.7,16.5,10.3,0.5,1.67,0.58,0.284,1.7,2.7,2.8,0.202,0.51,0.849,14
Martell Webster,WAS,77,42,35,27.6,9.8,34.6,25.7,1,1.75,0.91,0.282,0.5,0.4,1,0.528,0.875,0.922,14
Nate Robinson,DEN,44,22,22,19.7,10.4,36.9,17.9,3,4.85,4.84,0.282,0.5,0,1,0.364,0,0.81,14
Courtney Lee,MEM,79,47,32,25,9.6,34.3,24.8,1.5,2.65,1.85,0.281,0.6,0,0.6,0.294,0,0.857,14
Elliot Williams,PHI,67,13,54,17.3,6,21.5,16,0.9,2.6,1.67,0.281,0.4,0,0.9,0.833,0,0.85,14
Quincy Pondexter,MEM,15,7,8,18,6.3,22.3,17.9,0.9,2.54,1.73,0.281,0.3,0.4,1.5,0.4,0.167,0.727,14
Jordan Hill,LAL,72,24,48,20.8,9.7,34.7,18.1,1,1.78,0.45,0.279,2.7,2.4,6.5,0.513,0.686,0.872,14
Timofey Mozgov,DEN,82,36,46,21.6,9.4,33.7,16.9,0.9,1.52,0.26,0.279,3.1,2.9,8,0.504,0.42,0.769,14
Jared Sullinger,BOS,74,23,51,27.6,13.3,47.7,32.4,1.4,1.78,0.57,0.278,2.4,4.9,7.1,0.352,0.521,0.836,14
Roy Hibbert,IND,81,55,26,29.7,10.8,38.7,26.5,1.1,1.74,0.38,0.278,2.8,7.5,8.3,0.274,0.589,0.668,14
Vince Carter,DAL,81,49,32,24.4,11.9,43,29.4,1.8,2.47,1.28,0.278,0.6,1.7,1.1,0.49,0.496,0.731,14
Darius Miller,NOP,45,14,31,16.1,4.4,16,12.6,0.7,2.44,1.23,0.277,0.3,0.2,0.4,0.267,0.75,0.263,14
Chandler Parsons,HOU,74,50,24,37.6,16.6,60,45.4,2.5,2.49,1.48,0.276,1.2,0.3,2.2,0.709,0.348,0.764,14
Paul Millsap,ATL,73,36,37,33.6,18,65.5,43.2,2.2,2.04,1.06,0.275,5.2,6.4,6.3,0.404,0.458,0.708,14
Kyle Singler,DET,82,29,53,28.5,9.6,34.9,21.5,1,1.79,0.82,0.274,1,0.3,2.7,0.628,0.391,0.747,14
Mirza Teletovic,BKN,71,40,31,19.3,8.6,31.5,16.7,0.8,1.48,0.42,0.274,0.5,0.9,1.4,0.438,0.452,0.571,14
Chris Johnson,BOS,40,11,29,19.7,6.3,22.9,17.1,0.6,1.68,0.87,0.273,0.6,0.1,1.5,0.682,1,0.831,14
Miroslav Raduljica,MIL,48,7,41,9.7,3.8,13.8,9.1,0.4,1.63,0.37,0.273,1.9,1.1,3.1,0.424,0.596,0.879,14
Charlie Villanueva,DET,20,5,15,9,4.6,16.9,9.8,0.4,1.33,0.32,0.272,0.7,0.4,0.8,0.308,0.571,1.063,14
Ryan Hollins,LAC,61,43,18,7.9,2.3,8.5,4.4,0.2,1.4,0.28,0.272,0.9,0.2,1.9,0.545,0.429,0.867,14
Derrick Williams,SAC,77,29,48,23.4,8.1,29.7,17.9,1.1,2.18,0.98,0.271,1.2,1,2.4,0.517,0.635,0.92,14
Metta World Peace,NYK,29,10,19,13.4,4.8,17.7,10.8,0.7,2.36,1.25,0.27,0.8,1,1.2,0.227,0.69,0.743,14
Tyreke Evans,NOP,72,32,40,28.2,14.5,53.5,32.9,3.8,4.3,3.66,0.27,1.6,1.5,2.1,0.336,0.387,0.758,14
Kyle Korver,ATL,70,37,33,34,12.1,45.1,34.8,1.2,1.54,0.58,0.269,0.7,0.1,0.5,0.32,0,0.595,14
Reggie Bullock,LAC,43,30,13,9.2,2.7,10,7.1,0.3,1.65,0.72,0.269,0.3,0,0.2,0.667,0,0.889,14
Drew Gooden,WAS,21,12,9,18,8.5,31.9,18.7,0.9,1.78,0.5,0.268,2.7,1.3,3,0.286,0.481,0.871,14
Monta Ellis,DAL,82,49,33,36.9,19,71.1,40.3,4.9,4.13,3.64,0.268,1.1,0.6,1,0.411,0.396,0.537,14
Richard Jefferson,UTA,82,25,57,27,10.1,37.8,31.4,1.3,2.14,0.84,0.268,0.6,0.7,0.9,0.788,0.561,0.693,14
Alan Anderson,BKN,77,42,35,22.7,7.1,26.8,16.9,1.3,2.81,1.83,0.267,0.3,0.2,0.6,0.45,0.368,0.551,14
Caron Butler,OKC,55,21,34,25.3,10.5,39.4,26.7,1.3,2.02,0.85,0.266,1.4,1.8,0.8,0.205,0.577,0.659,14
Henry Sims,PHI,46,11,35,19,7.6,28.6,18.8,0.8,1.59,0.35,0.266,3.1,3.4,5.2,0.161,0.484,0.709,14
JR Smith,NYK,74,34,40,32.7,14.5,54.5,32.1,3,3.31,2.52,0.266,0.9,0.3,0.8,0.175,0.25,0.448,14
Kent Bazemore,LAL,67,35,32,13.6,6,22.6,12.4,1.4,3.66,2.97,0.266,0.2,0,0.4,0.933,0,0.583,14
Evan Turner,IND,81,29,52,30.3,14,52.7,36,2.8,3.18,2.41,0.265,1.6,0.5,1.5,0.646,0.864,0.779,14
JJ Hickson,DEN,69,31,38,26.9,11.8,44.6,24.5,1.2,1.66,0.53,0.265,4.8,3.2,8.7,0.502,0.538,0.707,14
James Johnson,MEM,52,33,19,18.4,7.4,27.9,19.8,1.2,2.6,1.77,0.265,0.9,0.6,2.2,0.592,0.533,0.804,14
Jeffery Taylor,CHA,26,12,14,24.2,8,30.2,26.3,1,1.93,0.86,0.265,0.8,0.1,2.5,0.864,0,0.938,14
Jon Leuer,MEM,49,24,25,13.1,6.2,23.2,12.9,0.7,1.76,0.52,0.265,1.5,0.8,1.9,0.413,0.585,0.857,14
Khris Middleton,MIL,81,15,66,30.1,12.1,45.8,32.5,1.6,2.11,1.27,0.265,1.9,0.6,1.4,0.368,0.426,0.623,14
Al Harrington,WAS,33,20,13,15,6.6,24.9,15.1,0.6,1.47,0.58,0.264,0.7,0.6,1.2,0.5,0.2,0.707,14
Chris Kaman,LAL,39,13,26,18.9,10.4,39.4,23.7,1.2,1.78,0.61,0.263,4.6,3.3,5.3,0.53,0.546,0.856,14
Archie Goodwin,PHX,52,32,20,10.2,3.7,14.3,8.3,0.7,2.86,2.16,0.262,0.2,0,0.9,0.5,0,0.667,14
E'Twaun Moore,ORL,79,22,57,19.1,6.3,24.2,15.5,1.4,3.39,3.18,0.261,0.3,0,0.5,0.522,0,0.643,14
Gerald Henderson,CHA,76,39,37,32,14.1,53.8,47.5,2.1,2.36,1.2,0.261,1.7,2.1,1.6,0.508,0.417,0.806,14
Thaddeus Young,PHI,79,18,61,34.4,17.9,68.8,40.5,2.1,1.82,0.71,0.261,4,5,6.7,0.53,0.532,0.829,14
Tony Wroten,PHI,72,18,54,24.5,13,49.9,24.2,3.3,3.94,3.52,0.261,0.6,0.2,1.9,0.386,0.692,0.833,14
Will Barton,POR,41,27,14,9.4,4,15.5,9.3,0.8,3.22,2.6,0.261,0.2,0.1,0.8,0.6,0.5,1.353,14
Alec Burks,UTA,78,24,54,28.1,14,53.6,37.8,3,3.39,2.78,0.26,1.5,0.1,1.4,0.649,1.1,1.177,14
Kentavious Caldwell-Pope,DET,80,28,52,19.8,5.9,22.6,14.9,0.7,1.81,1,0.26,0.5,0,1,0.953,0.5,0.916,14
Mike Dunleavy,CHI,82,48,34,31.5,11.3,43.5,34.9,1.3,1.86,0.77,0.26,0.9,0.1,1.4,0.784,0,0.886,14
Anthony Tolliver,CHA,63,32,31,20.3,6.2,23.9,15.9,0.5,1.3,0.27,0.259,0.3,0.1,0.5,0.158,0.5,0.469,14
Goran Dragic,PHX,76,45,31,35.1,20.3,78.2,31.7,6.9,5.29,5.3,0.259,1.3,0.3,1.6,0.47,0.32,0.484,14
Jimmy Butler,CHI,67,43,24,38.7,13.1,50.7,39.1,2.1,2.48,1.4,0.259,1.1,1.8,3.5,0.608,0.459,0.766,14
Kyrie Irving,CLE,71,28,43,35.2,20.8,81,32.7,6.8,5.02,5.01,0.257,1.2,0.7,1.3,0.488,0.596,0.667,14
Jeff Adrien,MIL,53,17,36,18.1,6.8,26.7,15.7,0.8,1.71,0.51,0.256,2.3,1.4,5.3,0.361,0.583,0.835,14
Perry Jones III,OKC,62,45,17,12.3,3.5,13.6,8.5,0.4,1.8,0.63,0.256,0.7,0.3,1.1,0.286,0.611,0.944,14
Gorgui Dieng,MIN,60,32,28,13.6,4.8,18.7,10.7,0.5,1.68,0.37,0.255,2.9,1.1,4.6,0.333,0.433,0.712,14
Hollis Thompson,PHI,77,18,59,22.6,6,23.5,18.7,0.7,1.76,0.82,0.255,0.4,0.1,1.5,0.871,0,0.689,14
Steve Novak,TOR,54,28,26,10,3.3,12.9,7.7,0.3,1.4,0.42,0.255,0.1,0,0.1,0.5,0,0.429,14
Thomas Robinson,POR,70,47,23,12.5,4.8,19,9.6,0.6,1.75,0.65,0.255,1.6,0.6,2.8,0.451,0.432,0.769,14
Ed Davis,MEM,63,38,25,15.2,5.7,22.3,11.5,0.6,1.63,0.45,0.254,2.7,0.8,4.7,0.381,0.596,0.798,14
Ian Clark,UTA,23,3,20,7.5,3,11.7,9.4,0.5,2.52,1.87,0.254,0.2,0,0.4,0.4,0,0.222,14
John Henson,MIL,69,12,57,26.5,11.1,43.8,28.6,1.3,1.75,0.58,0.254,4.1,5.1,7.8,0.312,0.459,0.773,14
Jonas Valanciunas,TOR,80,46,34,28.3,11.4,44.7,21.2,1.3,1.78,0.36,0.254,2.4,4.7,7.8,0.5,0.616,0.833,14
Tim Duncan,SAS,74,56,18,29.2,15.1,59.6,39.7,1.8,1.8,0.53,0.254,7.4,7.4,8.1,0.346,0.581,0.785,14
Tony Snell,CHI,77,46,31,16,4.5,17.7,14.3,0.7,2.35,1.42,0.254,0.2,0,0.2,0.5,0,0.778,14
Glen Davis,LAC,68,30,38,24.4,9.4,37.3,24.6,1.1,1.77,0.51,0.253,2.6,3.7,3.7,0.412,0.52,0.737,14
Anthony Randolph,DEN,43,15,28,12.3,4.8,19,11,0.7,2.19,1.19,0.252,1.1,0.4,1.2,0.313,0.444,0.673,14
Lance Stephenson,IND,78,53,25,35.3,13.8,54.9,36.4,3.3,3.64,2.82,0.252,0.6,1.1,2.4,0.4,0.33,0.876,14
Jimmer Fredette,CHI,49,20,29,10.6,5.6,22.2,9.4,1.9,5.19,5.44,0.251,0.4,0,0.2,0.211,2,0.667,14
Wesley Johnson,LAL,79,27,52,28.4,9.1,36,22.9,0.9,1.5,0.56,0.251,1,0.2,2.1,0.633,0.526,0.904,14
Allen Crabbe,POR,15,12,3,6.7,2.2,8.8,6.8,0.2,1.63,0.77,0.25,0.2,0,0.3,0.667,0,0.8,14
Doron Lamb,ORL,53,13,40,13.1,3.6,14.5,10.6,0.5,2.25,1.35,0.249,0.3,0,0.2,0.357,0,0,14
Eric Bledsoe,PHX,43,28,15,32.9,17.7,71.2,26,6.3,5.33,5.08,0.249,1,0.5,1.5,0.439,0.087,0.672,14
Matt Barnes,LAC,63,45,18,27.5,9.9,39.9,27.8,1,1.54,0.46,0.249,1,0.4,2,0.85,0.56,0.672,14
Byron Mullens,PHI,45,16,29,9.2,4.2,17,9.4,0.4,1.35,0.24,0.248,0.8,0.8,1.2,0.27,0.342,0.981,14
Dorell Wright,POR,68,48,20,14.5,5,20.4,13,0.7,2.09,1.11,0.248,0.3,0.1,0.5,0.3,0,0.455,14
Pau Gasol,LAL,60,21,39,31.4,17.4,69.8,44.2,2.3,1.98,0.66,0.248,9.2,11.4,7.1,0.441,0.432,0.82,14
Damian Lillard,POR,82,54,28,35.8,20.7,84.4,29.7,7.5,5.31,5.23,0.245,0.7,0,1,0.441,0,0.56,14
Gigi Datome,DET,34,9,25,7,2.4,10,6.7,0.3,1.62,0.72,0.245,0.2,0.2,0.5,0,0.857,0.824,14
Dionte Christmas,PHX,31,15,16,6.4,2.3,9.4,6.5,0.4,2.36,1.45,0.244,0.2,0,0.6,0.8,0,0.526,14
Jared Dudley,LAC,74,51,23,23.4,6.9,28.3,21.9,0.7,1.46,0.51,0.244,0.6,0.2,0.7,0.426,0.462,0.717,14
Alexey Shved,MIN,63,28,35,10.5,4,16.3,9.8,1,3.75,3.27,0.243,0.2,0,0.4,0.571,0,0.696,14
Danny Green,SAS,68,54,14,24.3,9.1,37.4,25.4,1.2,1.99,1.02,0.243,0.6,0.1,0.9,0.632,0.833,0.862,14
Marvin Williams,UTA,66,24,42,25.4,9.1,37.5,22.3,1,1.56,0.52,0.243,1.6,0.5,2,0.282,0.529,0.858,14
Earl Clark,NYK,54,22,32,14.2,4.8,19.7,12.4,0.6,1.83,0.92,0.242,0.4,0.3,0.6,0.45,0.375,0.364,14
Francisco Garcia,HOU,55,33,22,19.7,5.7,23.7,18.4,0.8,1.97,1.11,0.242,0.2,0,0.4,0.364,0,0.783,14
PJ Tucker,PHX,81,48,33,30.7,9.4,38.8,28.4,1.3,2.07,0.97,0.242,0.8,1.5,3.4,0.397,0.435,0.67,14
Tony Mitchell,DET,21,6,15,3.8,1,4.3,2,0.1,1.94,0.88,0.242,0,0.2,1,0,0,0.571,14
Ben Gordon,CHA,19,8,11,14.7,5.2,21.6,17.5,0.9,2.36,1.55,0.241,0.5,0.1,0.3,0,0,0.4,14
Derrick Favors,UTA,73,25,48,30.2,13.3,55.2,28.7,1.5,1.63,0.42,0.241,5.8,6.1,7.6,0.45,0.528,0.792,14
Isaiah Thomas,SAC,71,26,45,34.7,20.4,84.5,29.1,8.4,5.98,6.11,0.241,1.2,0,0.9,0.631,0,0.587,14
Lou Williams,ATL,59,26,33,24.1,10.4,43.4,27.4,2.6,3.62,3,0.241,0.5,0.1,0.4,0.593,0,1,14
DeMarre Carroll,ATL,73,37,36,32.1,11.1,46.3,31.8,1.6,2.12,1.12,0.24,0.8,0.2,3.1,0.677,0.143,0.846,14
Mike Harris,UTA,20,1,19,11.2,4.2,17.5,9.6,0.5,1.63,0.47,0.24,0.9,0.8,1.3,0.529,1.067,0.68,14
Darrell Arthur,DEN,68,33,35,17.1,5.9,24.7,14.5,0.5,1.32,0.28,0.239,1.4,0.6,1.6,0.424,0.25,0.606,14
Carl Landry,SAC,18,5,13,12.9,4.2,17.8,10,0.5,1.83,0.43,0.237,1.8,1.6,2.2,0.242,0.536,0.846,14
Jonas Jerebko,DET,64,23,41,11.6,4.2,17.8,9.6,0.5,1.54,0.43,0.237,0.5,0.3,1.7,0.6,0.353,0.623,14
Kelly Olynyk,BOS,70,18,52,20,8.7,37,21.3,0.9,1.52,0.42,0.235,2.3,0.8,4,0.366,0.508,0.735,14
Luke Babbitt,NOP,27,9,18,17.5,6.3,26.8,15.3,0.8,1.86,0.62,0.235,1.1,0.1,0.7,0.133,0,0.45,14
Jared Cunningham,SAC,13,5,8,6.2,2,8.5,4.1,0.6,4.44,4.14,0.234,0,0,0.1,0,0,2,14
Marcin Gortat,WAS,80,44,36,32.8,13.2,56.5,30.9,1.4,1.46,0.31,0.234,6.9,4.9,7.8,0.419,0.542,0.832,14
Patty Mills,SAS,81,62,19,18.9,10.2,43.5,19.8,2.6,3.65,3.77,0.234,0.7,0,0.7,0.528,0,0.881,14
Thabo Sefolosha,OKC,61,44,17,26,6.3,26.9,20,1.1,2.41,1.27,0.234,0.9,0.3,1.5,0.145,0.529,0.747,14
Tyson Chandler,NYK,55,24,31,30.2,8.7,37.5,21.9,1,1.55,0.35,0.233,5,0.6,7.9,0.267,0.286,0.839,14
Channing Frye,PHX,82,48,34,28.2,11.1,47.7,25.4,1.1,1.42,0.25,0.232,1.4,1.9,1.6,0.288,0.712,0.931,14
Josh Harrellson,DET,32,12,20,9.9,2.9,12.5,6.8,0.3,1.48,0.37,0.232,0.8,0.1,1.4,0.407,0,0.886,14
Tristan Thompson,CLE,82,33,49,31.6,11.7,50.6,25.5,1.5,1.74,0.52,0.232,4,3,7.6,0.498,0.57,0.7,14
Mike Miller,MEM,82,50,32,20.8,7.1,30.6,23.3,0.9,1.79,0.84,0.231,1.2,0,0.6,0.404,0,0.609,14
Kosta Koufos,MEM,80,48,32,16.9,6.4,27.9,14.6,0.8,1.66,0.41,0.23,2.9,2.1,6.2,0.328,0.494,0.702,14
Aron Baynes,SAS,53,41,12,9.3,3,13.3,9.1,0.3,1.4,0.36,0.228,1.5,1.5,2.9,0.418,0.286,0.66,14
Gordon Hayward,UTA,77,23,54,36.4,16.2,71.2,52.6,3.8,3.23,2.55,0.228,1.9,1.1,1.6,0.338,0.31,0.583,14
Tyler Hansbrough,TOR,63,37,26,15.3,4.8,21.2,10.6,0.6,1.66,0.49,0.228,1.7,0.8,3.9,0.585,0.519,0.705,14
Al-Farouq Aminu,NOP,80,33,47,25.6,7.2,31.5,21.4,1.1,2.11,1.03,0.227,1.4,0.5,3.1,0.389,0.378,0.761,14
James Nunnally,PHI,12,3,9,13.1,3.3,14.3,10.8,0.5,2.08,1.16,0.227,0.2,0,0.3,0.5,0,1,14
Jordan Crawford,GSW,81,39,42,23,11,48.5,18.1,4.3,5.34,5.17,0.227,0.6,0.2,0.7,0.647,0.471,0.625,14
Nikola Vucevic,ORL,57,19,38,31.8,14.2,62.6,35.2,1.6,1.52,0.38,0.227,3.7,6.7,8.3,0.474,0.547,0.838,14
Aaron Brooks,DEN,72,42,30,21.6,9,39.7,15,3.4,5.06,5.32,0.226,0.3,0,0.7,0,0,0.36,14
Reggie Jackson,OKC,80,57,23,28.5,13.1,57.8,20,5.1,5.31,5.33,0.226,0.6,0.1,0.8,0.87,0.444,0.909,14
Tiago Splitter,SAS,59,46,13,21.5,8.2,36.2,22,0.9,1.48,0.45,0.226,3.3,2.8,7.2,0.367,0.345,0.714,14
Willie Green,LAC,55,38,17,15.8,5,22,15.1,0.9,2.44,1.84,0.225,0.5,0.1,0.5,0.32,0.667,0.92,14
Roger Mason Jr.,MIA,25,18,7,10.4,3,13.3,8.6,0.7,3.07,2.77,0.223,0,0,0.1,2,0,0,14
Udonis Haslem,MIA,46,30,16,14.2,3.8,16.9,8.2,0.4,1.29,0.24,0.223,1.3,0.2,2.7,0.345,0.143,0.699,14
David West,IND,80,54,26,30.9,14,62.9,40,1.8,1.75,0.53,0.222,6.2,5.8,4.8,0.421,0.538,0.749,14
Kris Humphries,BOS,69,22,47,19.9,8.4,37.9,21,1,1.53,0.47,0.221,2.8,1.3,4.1,0.533,0.557,0.684,14
Jamaal Franklin,MEM,21,11,10,7.7,1.9,8.4,5.5,0.3,2.47,1.94,0.22,0.1,0,0.3,2,0,0.857,14
Marc Gasol,MEM,59,40,19,33.4,14.6,66.2,45.4,1.9,1.76,0.43,0.22,15.2,9.6,9,0.247,0.535,0.625,14
Tony Parker,SAS,68,51,17,29.4,16.7,75.9,31.4,6.7,5.26,5.69,0.22,1.8,0.2,1,0.446,0.5,0.97,14
Will Bynum,DET,56,17,39,18.8,8.7,39.6,12.7,4.1,6.28,6.35,0.219,0.2,0,0.5,0.364,0,0.6,14
Alexis Ajinca,NOP,56,22,34,17,5.9,26.9,13,0.7,1.67,0.37,0.217,3.4,0.9,4.1,0.354,0.188,0.917,14
Amir Johnson,TOR,76,42,34,28.7,10.4,47.7,29.4,1.1,1.42,0.4,0.217,3.9,1.2,6.1,0.553,0.435,0.864,14
Pero Antic,ATL,49,23,26,18.4,7,32,20.3,0.8,1.41,0.36,0.217,0.7,0.8,2.9,0.229,0.324,0.638,14
Ryan Kelly,LAL,59,15,44,22.2,8,36.9,19.5,1.1,1.73,0.74,0.217,0.8,0.7,1,0.51,0.409,0.672,14
Ian Mahinmi,IND,77,51,26,16.2,3.5,16.3,9.1,0.4,1.36,0.25,0.216,1.1,0.4,3.4,0.244,0.788,0.711,14
Jeremy Lin,HOU,71,48,23,28.9,12.5,58.1,26.5,4,4.09,3.62,0.216,0.6,0.1,0.6,0.512,0,0.522,14
Luis Scola,IND,82,56,26,17.1,7.6,35.4,20.7,0.9,1.48,0.39,0.216,2.3,1.9,2.7,0.433,0.355,0.729,14
Ty Lawson,DEN,62,29,33,35.8,17.6,81.4,26.6,7.4,5.46,5.46,0.216,0.8,0.1,0.7,0.404,0.4,0.419,14
Brandon Knight,MIL,72,13,59,33.3,17.9,83.5,34.6,6.7,4.83,5.05,0.215,1.2,0.1,1.3,0.382,0.75,0.589,14
Shawn Marion,DAL,76,44,32,31.7,10.4,48.5,28.8,1.4,1.77,0.81,0.215,2.5,1.1,4.4,0.534,0.35,0.837,14
Bernard James,DAL,30,17,13,4.9,0.9,4.4,2.5,0.1,1.53,0.31,0.214,0.8,0,1.1,0.217,0,0.727,14
Donatas Motiejunas,HOU,62,42,20,15.4,5.5,25.6,14.1,0.6,1.36,0.45,0.214,1.5,1.4,2.8,0.511,0.545,0.68,14
Ersan Ilyasova,MIL,54,10,44,26.9,11.2,52.2,33.1,1.3,1.49,0.47,0.214,2.7,1.3,4.5,0.359,0.403,0.826,14
Omri Casspi,HOU,71,46,25,18.1,6.9,32.4,17.2,0.9,1.62,0.73,0.213,0.8,0.2,1.6,0.527,0.846,0.735,14
Patrick Patterson,TOR,64,37,27,23.5,8.4,39.3,22.9,0.9,1.36,0.42,0.213,1.8,0.8,3.2,0.46,0.481,0.728,14
Andre Iguodala,GSW,63,41,22,32.4,9.3,44.1,23.1,2.9,3.88,3.17,0.212,0.7,1.3,1.9,0.532,0.463,0.709,14
DeAndre Jordan,LAC,82,57,25,35,10.4,49.3,20.8,1,1.17,0.19,0.212,3.3,1,9.7,0.134,0.512,0.909,14
Hilton Armstrong,GSW,15,12,3,6.4,1.7,7.9,4.4,0.2,1.57,0.4,0.212,0.8,0.6,2.3,0.333,0.222,0.265,14
Jannero Pargo,CHA,29,15,14,8.3,4.7,22.1,7.5,2,5.38,5.36,0.212,0.1,0,0.1,0,0,0,14
Jeff Teague,ATL,78,37,41,32.2,16.5,78.4,31,6.6,5.04,5.09,0.211,0.9,0.4,0.7,0.362,0.379,0.491,14
Miles Plumlee,PHX,80,47,33,24.5,8.1,38.3,19.4,1.1,1.69,0.4,0.211,2.9,3.6,6.7,0.351,0.405,0.758,14
Ronny Turiaf,MIN,31,16,15,19.5,4.8,22.9,12.7,0.6,1.62,0.4,0.21,4.8,0.7,5.8,0.243,0.478,0.76,14
Austin Daye,SAS,22,16,6,6.7,3,14.4,8.9,0.4,1.78,0.69,0.209,0.4,0.3,0.6,0,0.429,0.429,14
Jerryd Bayless,BOS,72,24,48,23.4,9.3,44.2,22.7,3.4,4.57,4.23,0.209,0.7,0,0.4,0.633,0,0.581,14
Jarvis Varnado,PHI,24,5,19,14.1,4.1,19.8,11.5,0.5,1.41,0.28,0.208,1.6,1.4,2.8,0.553,0.265,0.75,14
Ramon Sessions,MIL,83,30,53,26.7,12.3,59.3,29.5,4.5,4.6,4,0.208,1.3,0.1,1.3,0.505,0,0.577,14
Victor Oladipo,ORL,80,23,57,31.1,13.8,66.4,23.9,6,5.46,5.62,0.208,1.2,0.2,1.2,0.358,0.211,0.696,14
Luc Mbah a Moute,MIN,64,31,33,15.7,3.5,16.9,11.3,0.5,1.72,0.64,0.207,0.9,0.5,1.7,0.182,0.367,0.829,14
Darren Collison,LAC,80,56,24,25.9,11.4,55.2,24.9,4,4.36,4.06,0.206,0.6,0,0.8,0.644,0,0.45,14
Robert Sacre,LAL,65,20,45,16.8,5.4,26.1,15.5,0.7,1.68,0.47,0.206,2.1,1.4,4.1,0.572,0.511,0.845,14
Jeremy Evans,UTA,66,23,43,18.3,6.1,29.8,14.2,0.7,1.42,0.25,0.204,3.1,0.5,3.8,0.252,0.457,0.797,14
Joel Freeland,POR,52,37,15,14,3.3,16.5,8.9,0.4,1.39,0.31,0.203,1.8,0.7,3.2,0.28,0.2,0.629,14
Iman Shumpert,NYK,74,36,38,26.5,6.7,33.1,20.2,1.4,2.45,1.69,0.202,0.5,0.1,1.2,0.412,0,0.489,14
Jason Smith,NOP,31,11,20,26.8,9.7,48.2,22.9,1.1,1.43,0.25,0.202,3.2,0.4,2.6,0.29,0.615,0.753,14
Kyle Lowry,TOR,78,44,34,36.3,18,89.7,36.9,7.5,5,4.91,0.201,0.6,0.1,1.6,0.489,0.364,0.5,14
Reggie Evans,SAC,54,18,36,16.6,4,19.8,9.2,0.6,1.8,0.45,0.201,1.8,0.7,4.6,0.299,0.684,0.59,14
Kyle O'Quinn,ORL,69,20,49,17.2,6.2,31.2,18.3,0.9,1.7,0.33,0.2,2.7,1,3.1,0.378,0.638,0.703,14
Chris Paul,LAC,62,44,18,35,19.1,96.1,37.1,8,5.03,4.63,0.199,1.8,1.7,0.9,0.316,0.617,0.5,14
